,BLND.csv,MNDI.csv,MKS.csv,NMC.csv,SLA.csv,RRS.csv,CCH.csv,SVT.csv,III.csv,BARC.csv,SBRY.csv,TSCO.csv,SGE.csv,IAG.csv,OML.csv,RR..csv,GKN.csv,RDSA.csv,BP..csv,DCC.csv,INF.csv,GSK.csv,MDC.csv,ITV.csv,LAND.csv,RB..csv,EZJ.csv,CNA.csv,AAL.csv,UU..csv
680,595.0,1803.0,327.8,3199.0,425.3,6920.0,2595.0,2181.0,952.0,181.35,231.0,176.0,760.5,610.5,190.0,976.0,321.7,2449.5,524.7,7390.0,701.5,1343.0,594.0,158.3,949.0,6526.0,1305.0,168.9,1489.0,840.5
681,596.5,1845.0,333.1,3059.0,425.8,7005.0,2561.0,2174.0,951.5,179.45,233.5,176.85,762.5,602.5,191.2,959.5,326.5,2459.5,524.1,7380.0,702.5,1362.5,606.5,161.4,953.0,6530.0,1262.0,172.5,1502.5,841.0
682,598.0,1803.0,325.2,2973.0,413.0,6950.0,2593.0,2175.0,940.0,179.45,229.2,176.8,750.0,596.0,191.8,939.0,321.6,2455.5,514.6,7420.0,731.5,1346.5,611.0,156.4,949.5,6538.0,1270.0,168.1,1484.0,840.0
683,593.0,1807.0,319.2,2918.0,415.6,6905.0,2585.0,2169.0,945.5,179.15,232.2,176.6,749.0,597.0,190.3,928.0,320.0,2418.0,506.9,7305.0,731.0,1318.0,603.5,156.8,937.5,6544.0,1275.0,167.2,1485.0,833.0
684,593.0,1794.0,314.1,2800.0,410.3,6935.0,2470.0,2158.0,926.5,178.9,227.3,177.0,745.0,587.5,189.8,907.0,314.0,2435.0,506.9,7225.0,730.0,1319.0,593.0,154.0,940.5,6449.0,1259.0,164.4,1497.0,838.0
685,594.5,1776.0,310.4,2853.0,414.3,6990.0,2485.0,2157.0,930.0,180.7,228.8,188.05,753.5,589.5,188.9,904.5,315.0,2434.5,503.0,7235.0,740.5,1311.0,597.5,150.0,921.0,6417.0,1264.0,165.1,1455.0,836.0
686,596.5,1721.0,308.5,2750.0,410.4,7045.0,2447.0,2139.0,898.5,182.4,227.1,183.65,754.5,589.0,188.7,907.0,310.8,2401.5,495.0,7095.0,737.5,1307.5,594.5,150.6,922.5,6355.0,1251.0,165.5,1437.5,834.0
687,618.5,1753.0,303.6,2718.0,416.4,7025.0,2453.0,2144.0,916.5,185.45,229.1,184.35,763.5,601.5,188.8,897.0,296.0,2331.0,491.15,7135.0,735.0,1318.0,578.5,150.3,937.0,6385.0,1295.0,165.8,1439.0,834.5
688,624.0,1743.0,301.4,2700.0,422.5,7075.0,2450.0,2092.0,923.5,185.0,227.6,184.7,759.0,598.0,190.7,889.0,302.5,2337.5,493.1,7120.0,733.0,1308.0,555.5,150.5,932.5,6393.0,1281.0,163.2,1434.0,798.0
689,618.5,1753.0,301.0,2730.0,422.6,7080.0,2447.0,2082.0,915.0,188.75,224.8,187.0,768.0,599.0,190.9,897.0,302.2,2331.0,492.0,7185.0,734.5,1313.5,538.5,148.6,928.5,6380.0,1278.0,161.4,1452.0,788.5
690,615.5,1741.0,299.9,2847.0,429.6,7165.0,2438.0,2091.0,914.5,189.2,226.7,189.0,775.0,605.5,191.0,891.0,303.0,2330.0,494.3,7155.0,743.5,1303.0,507.5,146.9,925.0,6401.0,1343.0,160.2,1457.5,778.5
691,617.5,1746.0,298.3,2880.0,423.6,7265.0,2440.0,2123.0,919.5,189.2,230.4,194.4,782.0,601.0,195.6,889.0,304.5,2331.5,497.85,7060.0,747.5,1302.5,508.5,148.8,923.5,6492.0,1350.0,163.3,1446.5,782.5
692,618.0,1759.0,298.7,2868.0,423.1,7255.0,2430.0,2136.0,914.0,188.75,228.8,194.05,806.0,596.5,194.3,890.5,306.8,2339.0,500.9,7100.0,751.5,1305.5,525.0,152.4,921.0,6420.0,1376.0,138.0,1450.5,792.0
693,618.5,1751.0,297.8,2860.0,419.0,7280.0,2418.0,2106.0,929.5,189.35,227.4,192.6,804.5,596.0,192.6,886.5,306.1,2337.5,501.3,7090.0,760.0,1297.5,520.5,150.4,917.0,6470.0,1365.0,139.0,1460.5,789.5
694,620.0,1748.0,300.0,2869.0,416.2,7285.0,2423.0,2115.0,920.0,187.5,226.8,192.85,809.5,603.5,195.2,882.5,311.1,2315.5,496.2,7135.0,755.5,1320.5,526.5,151.2,922.0,6445.0,1385.0,138.5,1430.0,795.5
695,621.0,1800.0,301.0,2905.0,423.5,7355.0,2430.0,2111.0,941.5,187.35,229.5,195.2,810.5,610.5,200.0,870.0,313.2,2408.0,501.4,7265.0,761.0,1336.5,539.0,155.0,923.0,6641.0,1409.0,140.0,1405.0,806.5
696,624.0,1769.0,312.4,2890.0,426.2,6915.0,2387.0,2129.0,915.5,194.25,235.6,198.0,779.0,610.0,200.5,861.0,311.3,2366.0,494.5,7240.0,753.0,1307.5,540.0,158.4,930.0,6518.0,1407.0,142.8,1376.0,810.0
697,629.0,1766.0,313.2,2849.0,430.2,6775.0,2369.0,2099.0,901.0,193.5,232.3,194.05,774.5,613.0,197.3,857.0,310.1,2357.5,489.1,7155.0,750.0,1279.5,565.5,159.9,934.0,6486.0,1406.0,144.6,1359.0,820.5
698,629.5,1740.0,309.4,2848.0,422.1,6885.0,2328.0,2046.0,884.5,189.4,233.0,195.5,768.0,611.5,194.9,838.0,304.5,2364.0,492.0,7065.0,747.0,1290.0,558.5,159.0,920.0,6378.0,1425.0,143.9,1384.0,806.5
699,635.5,1719.0,316.2,2818.0,423.2,6800.0,2353.0,2065.0,885.5,194.25,232.9,195.15,765.5,619.0,195.8,840.5,303.0,2374.0,493.0,7045.0,746.0,1290.5,572.0,161.0,933.5,6361.0,1430.0,146.6,1385.0,808.0
700,638.0,1699.0,315.5,2800.0,421.1,6760.0,2351.0,2075.0,879.0,191.7,239.3,201.0,765.5,621.0,197.8,845.0,299.5,2369.0,491.75,6980.0,739.0,1279.0,579.5,158.7,936.5,6419.0,1426.0,147.7,1351.0,810.5
701,637.0,1693.0,319.0,2837.0,419.8,6745.0,2332.0,2064.0,875.0,191.0,242.3,203.4,760.5,620.0,199.2,840.5,298.3,2366.0,494.25,6885.0,745.5,1278.0,582.0,158.9,938.0,6551.0,1444.0,147.0,1352.5,809.5
702,642.5,1696.0,318.0,2849.0,413.1,6710.0,2325.0,2074.0,865.5,191.65,243.1,203.65,758.5,623.5,197.6,843.5,294.3,2342.5,488.2,6940.0,738.0,1275.5,590.5,158.9,937.5,6615.0,1449.0,144.8,1343.0,815.0
703,655.0,1694.0,319.0,2902.0,418.4,6870.0,2319.0,2083.0,868.5,196.4,244.7,204.55,768.0,636.5,198.7,838.5,298.7,2357.5,492.75,6950.0,734.0,1287.5,595.0,163.7,958.5,6716.0,1456.0,144.1,1364.0,817.0
704,649.0,1727.0,314.2,2878.0,417.4,6830.0,2329.0,2085.0,869.0,198.6,244.7,205.5,772.5,633.0,200.3,830.0,302.3,2385.5,498.7,6985.0,740.5,1303.0,601.0,165.6,954.0,6733.0,1439.0,141.5,1382.5,815.0
705,654.0,1720.0,311.9,2898.0,424.3,6745.0,2331.0,2120.0,875.5,200.6,234.6,205.65,781.0,633.0,199.8,836.0,301.7,2426.0,511.0,7020.0,743.0,1314.5,602.5,164.4,950.0,6763.0,1439.0,144.8,1380.5,824.0
706,661.5,1724.0,311.3,2900.0,427.5,6795.0,2324.0,2086.0,887.0,203.8,238.1,208.4,785.0,635.0,201.6,837.5,298.4,2405.0,505.4,7070.0,740.0,1314.0,606.0,164.1,948.0,6747.0,1427.0,139.5,1389.5,811.5
707,668.5,1775.0,309.3,2868.0,413.8,6920.0,2323.0,2064.0,891.0,202.7,236.6,206.95,783.5,633.0,201.6,823.0,297.1,2395.0,504.0,7075.0,738.0,1290.5,621.5,166.3,978.5,6700.0,1426.0,138.1,1388.5,800.0
708,671.0,1818.0,303.8,2800.0,418.0,6955.0,2325.0,2090.0,891.5,202.25,236.1,207.3,781.5,633.5,203.4,831.0,298.0,2428.5,505.2,7230.0,740.0,1295.0,609.0,165.7,984.0,6731.0,1417.0,138.0,1410.0,816.0
709,677.0,1857.0,305.0,2870.0,426.2,7090.0,2352.0,2101.0,915.0,204.5,236.8,206.05,786.5,636.5,213.1,855.5,298.3,2422.5,509.7,7265.0,737.5,1304.0,608.0,165.3,994.0,6713.0,1377.0,138.0,1480.5,826.5
710,679.0,1827.0,309.0,2852.0,423.8,7045.0,2353.0,2110.0,901.0,204.2,237.6,206.0,788.5,643.0,218.8,862.0,299.5,2415.5,507.8,7285.0,732.0,1310.0,579.0,165.3,990.5,6667.0,1416.0,137.5,1465.0,830.0
711,675.0,1874.0,310.5,2738.0,418.1,7125.0,2353.0,2107.0,891.5,203.55,236.6,206.15,789.0,646.5,221.3,854.0,304.4,2410.5,508.7,7380.0,724.0,1310.0,587.0,165.0,987.5,6584.0,1426.0,138.3,1490.0,826.0
712,675.0,1885.0,312.5,2817.0,428.7,7105.0,2361.0,2110.0,901.5,204.55,237.0,207.5,788.5,650.5,224.1,853.0,311.5,2455.0,519.5,7350.0,723.0,1320.0,630.0,165.1,991.5,6720.0,1427.0,137.7,1507.0,815.0
713,674.0,1874.0,313.5,2816.0,428.4,7135.0,2379.0,2142.0,901.5,202.15,238.0,206.75,795.5,645.0,222.3,859.5,314.3,2452.5,517.2,7440.0,726.0,1302.0,622.5,165.1,987.0,6833.0,1445.0,138.8,1501.0,818.0
714,683.0,1903.0,316.2,2903.0,433.3,7270.0,2409.0,2137.0,910.0,202.65,240.8,209.1,794.5,648.5,227.8,849.5,315.0,2463.5,518.7,7440.0,725.0,1310.5,638.0,164.0,999.0,6800.0,1441.0,137.4,1524.0,820.0
715,685.5,1913.0,316.3,2839.0,431.0,7260.0,2414.0,2153.0,907.5,203.4,241.9,208.4,790.0,648.0,224.9,846.5,317.1,2461.0,518.6,7460.0,725.5,1310.0,643.5,164.4,1007.0,6816.0,1441.0,138.0,1537.5,821.5
716,691.5,1931.0,314.8,2885.0,436.6,7410.0,2420.0,2162.0,913.5,203.1,241.4,209.25,798.0,651.0,231.7,847.0,319.4,2480.0,522.7,7465.0,722.0,1322.5,649.5,165.5,1008.0,6919.0,1464.0,137.3,1549.5,829.5
717,684.2,1933.0,316.1,2868.0,425.4,7446.0,2379.0,2138.0,918.6,203.2,241.2,208.5,787.6,668.8,228.8,842.4,317.9,2475.5,517.5,7490.0,721.0,1321.8,649.0,167.8,995.0,6800.0,1501.0,141.2,1595.0,816.6
718,686.0,1931.0,320.5,2920.0,422.5,7294.0,2378.0,2126.0,922.6,203.7,243.5,209.6,795.0,667.8,226.4,851.2,318.3,2511.5,524.2,7445.0,713.2,1343.2,638.0,170.9,994.9,6749.0,1531.5,139.7,1582.2,805.2
719,665.2,1938.5,308.8,3080.0,427.9,7242.0,2374.0,2120.0,933.8,204.5,242.1,211.2,799.6,664.6,225.4,859.2,323.6,2533.0,530.0,7460.0,713.8,1339.6,632.4,170.55,971.3,6693.0,1510.0,141.8,1605.0,799.8
720,674.8,1928.5,313.7,3138.0,427.7,7268.0,2383.0,2140.0,943.8,199.18,241.0,209.7,807.0,664.0,225.5,864.0,326.3,2530.0,529.6,7550.0,722.0,1361.0,626.0,170.9,985.6,6841.0,1511.5,146.15,1603.4,817.8
721,680.6,1916.0,310.8,3166.0,432.1,7216.0,2384.0,2131.0,920.2,200.1,241.0,214.3,802.2,662.6,225.2,868.6,325.9,2525.5,527.4,7540.0,736.0,1353.4,638.4,169.55,998.7,6800.0,1524.5,145.05,1627.0,812.0
722,685.6,1928.5,318.3,3216.0,435.0,7196.0,2380.0,2063.0,918.8,201.8,248.4,214.4,805.2,664.0,227.2,866.8,329.4,2535.0,528.0,7665.0,750.0,1346.8,636.0,169.75,997.0,6848.0,1507.5,141.4,1677.0,782.2
723,674.6,1897.0,324.0,3202.0,438.8,7260.0,2381.0,2048.0,946.4,201.2,253.9,211.9,799.2,657.4,226.0,839.0,331.0,2557.0,530.5,7720.0,746.8,1331.0,616.0,168.2,983.4,6786.0,1479.0,140.5,1700.4,768.6
724,666.4,1902.0,301.2,3164.0,442.6,7274.0,2401.0,2036.0,949.0,196.1,248.6,202.3,807.8,668.0,225.3,847.2,332.7,2570.5,533.0,7755.0,746.0,1330.6,602.4,167.75,972.4,6800.0,1536.5,141.45,1761.0,768.0
725,673.0,1923.5,309.2,3102.0,441.1,7302.0,2400.0,2015.0,950.6,194.5,252.7,204.9,811.4,668.8,228.8,860.8,420.0,2573.5,534.8,7700.0,746.2,1353.0,605.0,168.0,974.4,6802.0,1529.5,143.15,1768.2,765.8
726,672.2,1930.5,307.0,3032.0,437.2,7354.0,2377.0,2026.0,940.6,195.54,250.9,207.9,810.4,654.4,229.8,855.6,437.4,2567.0,532.7,7680.0,746.0,1353.0,599.2,171.95,979.1,6770.0,1512.0,143.5,1783.6,763.0
727,681.2,1937.0,310.2,3102.0,436.0,7192.0,2336.0,2045.0,949.0,199.4,256.2,211.8,805.4,658.6,233.7,853.6,442.0,2542.5,518.3,7690.0,747.4,1355.0,600.2,169.1,996.7,6771.0,1529.0,144.2,1755.2,771.2
728,685.4,1911.5,307.4,3152.0,434.0,7234.0,2360.0,2022.0,950.0,198.52,256.8,212.0,801.6,648.0,234.8,900.0,447.6,2523.5,516.3,7595.0,705.0,1359.2,619.0,165.35,1005.6,6800.0,1515.0,142.4,1755.0,774.2
729,679.2,1939.0,306.2,3198.0,438.2,7076.0,2412.0,2021.0,941.4,199.3,257.7,209.7,809.6,647.8,236.5,883.4,445.0,2520.0,516.5,7635.0,710.6,1353.2,606.2,165.4,993.0,6793.0,1513.0,141.0,1760.8,771.2
730,680.0,1971.5,304.0,3280.0,437.7,7172.0,2424.0,2024.0,934.0,200.5,258.0,207.8,818.6,658.4,237.5,892.8,439.4,2517.0,509.9,7545.0,701.8,1358.0,607.0,164.95,990.2,6913.0,1584.5,139.05,1756.0,768.2
731,676.4,1952.0,307.5,3360.0,436.0,7114.0,2412.0,2022.0,921.4,209.2,257.0,207.0,813.2,650.2,236.5,875.6,431.8,2521.0,515.8,7455.0,698.0,1355.2,609.6,164.6,990.3,6892.0,1563.5,140.0,1792.2,767.6
732,682.4,1942.5,307.8,3460.0,435.8,7048.0,2433.0,2010.0,920.4,209.2,257.0,209.6,821.4,659.8,237.1,876.8,436.6,2533.0,515.7,7570.0,703.0,1364.4,625.8,164.15,1003.6,7013.0,1643.5,139.55,1723.0,758.8
733,678.8,1899.0,305.2,3380.0,435.7,7262.0,2410.0,1993.5,925.0,208.5,258.9,208.9,768.2,649.4,238.9,861.6,434.6,2503.5,515.5,7515.0,693.4,1347.0,616.8,168.0,1003.0,6909.0,1679.0,136.5,1736.8,747.8
734,680.0,1876.5,310.3,3380.0,430.7,7198.0,2371.0,2010.0,908.6,210.3,258.6,209.7,750.6,637.2,240.4,844.0,432.9,2511.0,516.7,7475.0,685.8,1335.0,629.2,170.65,994.5,6828.0,1651.0,134.9,1733.2,740.2
735,686.4,1895.0,312.5,3360.0,433.1,7130.0,2418.0,2010.0,930.2,210.0,261.1,211.5,758.6,650.0,240.3,855.8,436.0,2510.0,516.3,7560.0,684.2,1355.0,611.0,171.7,1010.4,6727.0,1689.0,134.65,1734.6,748.0
736,679.4,1914.0,310.2,3350.0,432.4,7168.0,2401.0,1970.5,940.2,207.65,260.1,210.8,755.0,649.6,236.4,862.0,431.9,2522.0,515.6,7515.0,687.4,1349.0,610.0,170.95,1001.0,6787.0,1678.0,133.3,1756.0,736.2
737,671.8,1891.5,305.1,3340.0,429.6,7144.0,2424.0,1961.5,935.0,201.75,257.0,209.4,749.2,638.6,232.9,859.4,428.3,2481.5,507.9,7505.0,693.4,1341.0,598.8,168.0,995.2,6880.0,1659.0,132.35,1716.4,735.4
738,668.6,1877.0,301.3,3338.0,425.5,7086.0,2366.0,1953.5,931.4,199.94,252.5,209.0,749.2,640.2,233.8,872.0,422.8,2462.5,501.1,7405.0,696.2,1320.4,597.2,167.0,1001.8,6803.0,1660.0,133.45,1708.6,738.0
739,660.2,1894.0,301.2,3274.0,424.5,7056.0,2380.0,1910.5,951.4,197.34,254.2,206.3,753.0,646.8,236.8,872.0,423.5,2406.5,501.5,7380.0,690.8,1309.6,592.0,172.85,993.1,6719.0,1667.5,130.85,1690.0,739.4
740,658.2,1896.0,297.0,3256.0,424.0,7044.0,2346.0,1910.0,949.4,195.56,249.1,202.2,738.2,629.6,234.0,865.0,415.3,2395.5,489.45,7345.0,686.0,1310.8,585.6,168.85,986.4,6714.0,1653.0,128.6,1648.0,733.2
741,648.2,1872.0,293.0,3208.0,417.3,6524.0,2296.0,1886.5,931.4,193.92,243.4,198.75,724.8,625.8,227.9,840.0,409.0,2366.5,482.05,7155.0,677.0,1280.4,584.4,165.0,962.8,6555.0,1641.5,127.35,1653.6,721.4
742,631.0,1832.5,289.1,3162.0,396.0,6458.0,2246.0,1816.0,895.6,189.06,237.2,199.9,697.8,617.8,222.7,820.0,406.9,2286.0,475.0,7000.0,663.0,1242.8,556.6,160.7,937.5,6452.0,1643.0,124.1,1641.0,691.8
743,644.4,1859.0,288.6,3226.0,403.9,6214.0,2291.0,1870.5,935.6,193.2,242.2,202.5,714.0,621.2,234.8,828.4,411.7,2331.5,485.0,7075.0,679.8,1285.4,571.4,167.45,951.3,6540.0,1666.5,127.8,1641.2,712.4
744,632.2,1809.0,289.7,3210.0,391.4,6068.0,2232.0,1848.0,913.0,194.1,246.2,202.4,682.0,596.6,229.7,825.0,405.5,2279.5,481.1,6740.0,666.2,1303.8,570.6,165.0,936.5,6400.0,1608.0,127.25,1594.0,711.4
745,633.4,1766.0,286.1,3110.0,385.4,6018.0,2216.0,1820.5,888.4,192.9,244.9,199.3,672.2,591.4,226.6,814.0,399.5,2242.5,470.05,6720.0,659.6,1291.0,567.0,160.0,936.9,6310.0,1586.0,124.8,1604.4,693.4
746,635.6,1788.0,286.9,3246.0,392.8,6166.0,2228.0,1786.0,890.2,193.32,246.0,201.6,686.6,602.6,232.3,825.4,400.0,2285.0,479.0,6900.0,668.6,1292.6,567.4,161.6,937.7,6413.0,1613.0,126.1,1642.4,686.8
747,637.8,1774.5,288.0,3268.0,398.8,6090.0,2236.0,1725.5,887.8,193.0,246.6,203.1,681.4,602.2,232.4,827.2,398.0,2284.5,475.95,6795.0,666.8,1291.0,565.4,160.65,933.8,6384.0,1632.5,126.55,1670.4,663.6
748,635.4,1791.5,290.8,3256.0,389.3,6386.0,2344.0,1730.0,891.0,195.7,244.8,202.2,689.6,601.2,239.4,820.6,411.3,2281.5,474.9,6800.0,669.2,1290.8,572.0,165.4,930.7,6323.0,1651.5,127.4,1693.4,669.2
749,636.0,1840.5,293.0,3278.0,360.0,6444.0,2392.0,1703.0,893.6,198.5,247.9,203.7,699.6,602.8,246.7,840.2,414.8,2257.0,469.75,6690.0,676.8,1300.4,577.4,168.0,929.7,6396.0,1646.0,126.4,1726.0,659.0
