,BLND.csv,MNDI.csv,MKS.csv,NMC.csv,SLA.csv,RRS.csv,CCH.csv,SVT.csv,III.csv,BARC.csv,SBRY.csv,TSCO.csv,SGE.csv,IAG.csv,OML.csv,RR..csv,GKN.csv,RDSA.csv,BP..csv,DCC.csv,INF.csv,GSK.csv,MDC.csv,ITV.csv,LAND.csv,RB..csv,EZJ.csv,CNA.csv,AAL.csv,UU..csv
0,828.5,1310.0,504.5,520.0,518.8,4977.0,1126.0,2078.0,492.4,262.9,272.0,245.4,483.5,563.5,221.5,936.5,365.7,2129.5,448.05,3870.0,540.0,1554.0,947.25,229.9,1321.0,5775.0,1798.0,251.7,1237.0,962.0
1,845.0,1340.0,503.5,557.0,521.77,5045.0,1131.0,2065.0,491.5,262.1,273.7,246.7,482.8,560.0,222.1,939.0,368.2,2122.5,446.65,3861.0,543.0,1541.5,946.5,228.0,1313.0,5705.0,1813.0,251.0,1225.0,955.0
2,850.0,1338.0,504.5,571.0,522.3,5170.0,1150.0,2027.0,493.0,256.9,272.0,244.95,488.3,559.5,223.2,943.5,365.2,2105.5,448.85,3796.76,557.0,1554.0,937.82,227.4,1326.0,5790.0,1732.0,245.6,1218.0,944.5
3,848.5,1330.0,510.0,582.15,520.4,5180.0,1162.0,2031.0,493.6,262.75,276.5,243.25,484.5,580.0,225.1,949.0,363.3,2118.0,451.05,3810.0,553.0,1551.0,931.5,225.3,1340.0,5860.0,1732.0,244.3,1210.0,946.0
4,862.5,1330.0,508.0,585.5,517.4,5100.0,1159.0,2026.0,497.0,254.3,276.6,245.95,484.2,574.0,224.7,934.5,355.2,2090.0,452.6,3854.0,557.0,1566.0,948.0,227.8,1362.36,5795.0,1723.0,246.5,1201.0,945.0
5,839.5,1317.0,505.5,592.5,515.4,4997.0,1164.0,2011.0,491.0,262.4,275.5,242.5,482.8,556.0,222.3,937.0,355.4,2047.0,447.0,4017.0,552.0,1571.0,937.5,221.8,1365.0,5755.0,1701.0,247.5,1204.5,920.5
6,825.0,1322.0,506.5,593.0,517.24,4786.0,1160.0,2007.0,488.8,266.0,265.9,240.3,484.8,569.5,223.9,950.0,363.9,2043.5,445.7,4011.81,556.0,1560.0,941.0,234.5,1362.0,5850.0,1738.0,245.4,1167.0,921.0
7,812.99,1352.0,511.0,607.5,540.22,4836.0,1181.0,2047.0,499.0,265.0,264.5,235.3,491.7,562.0,226.8,985.0,361.4,2040.0,428.1,3999.2,562.0,1556.0,946.0,241.0,1377.07,5825.0,1722.0,245.5,1164.5,939.5
8,808.0,1347.0,504.5,612.5,543.89,4581.0,1155.0,2031.0,497.0,262.63,263.7,235.45,491.4,550.0,227.1,987.0,358.8,2030.0,425.15,4019.0,564.0,1523.5,959.0,246.5,1349.0,5800.0,1680.0,242.0,1136.0,925.0
9,805.0,1340.0,495.5,630.0,546.0,4562.0,1145.0,2024.0,488.7,254.3,259.1,235.75,486.0,551.5,225.7,995.5,352.0,2030.0,425.85,4077.0,559.0,1519.0,971.5,247.2,1322.0,5830.0,1702.0,243.9,1138.0,922.5
10,824.5,1309.0,496.9,645.5,551.3,4460.0,1115.0,1960.0,478.3,255.0,268.6,232.85,476.8,545.5,217.8,973.0,357.8,1936.5,418.25,4129.0,555.31,1548.5,949.5,244.0,1296.0,5705.0,1713.0,235.5,1081.5,889.0
11,836.0,1332.0,494.1,640.0,554.2,4545.0,1089.0,1961.0,480.0,254.5,266.4,241.35,476.3,562.0,220.2,976.0,362.0,1936.0,417.6,4181.0,553.66,1560.0,943.0,247.1,1291.73,5715.0,1737.0,238.9,1085.5,895.5
12,834.0,1330.0,493.6,648.0,560.4,4595.0,1109.0,1967.0,480.9,250.0,270.6,237.15,476.8,570.0,223.6,970.0,368.7,1961.0,425.9,4196.0,560.5,1577.0,945.0,248.9,1278.0,5710.0,1732.0,241.4,1079.0,902.5
13,849.0,1340.0,506.0,642.5,557.3,4569.0,1120.0,1947.0,481.0,251.85,270.0,241.8,472.7,575.5,222.4,969.5,374.2,1921.5,436.1,4184.0,563.0,1591.5,978.0,250.8,1301.0,5840.0,1731.0,237.9,1055.0,894.0
14,862.43,1360.0,505.0,643.0,467.65,4628.0,1121.0,1962.0,484.8,250.0,272.1,242.8,474.2,580.0,227.0,970.5,368.8,1935.5,440.9,4159.0,578.95,1623.5,1010.0,255.3,1315.2,5900.0,1734.0,239.3,1055.5,896.5
15,867.0,1342.0,515.5,643.5,469.89,4672.0,1146.0,2000.0,488.0,252.35,272.9,244.85,478.7,574.5,226.2,966.5,368.7,1975.0,451.0,4155.0,570.0,1630.0,1013.0,253.9,1315.0,5860.0,1792.0,251.2,1071.5,911.5
16,868.5,1360.0,531.5,650.0,474.4,4675.0,1173.0,2034.0,491.8,252.8,272.4,246.6,478.4,576.0,229.5,984.0,375.1,2022.5,447.9,4146.0,582.5,1635.0,1010.0,257.3,1344.0,5910.0,1830.0,255.0,1069.5,935.0
17,875.5,1346.0,537.5,648.0,479.7,4826.0,1176.0,2057.0,495.7,255.3,268.2,243.65,481.1,581.0,230.2,982.5,375.6,2042.0,444.15,4125.83,580.5,1615.5,1004.0,257.4,1357.0,5990.0,1855.0,256.6,1046.0,951.0
18,866.5,1348.0,536.0,646.0,486.6,4875.0,1201.0,2068.0,496.7,257.15,264.4,239.35,480.3,593.5,231.7,987.5,367.3,2064.0,448.35,4139.83,578.0,1608.0,1060.0,256.8,1361.07,5960.0,1870.0,255.8,1100.5,949.0
19,845.5,1340.0,542.0,649.5,479.0,4935.0,1194.0,2082.0,505.0,258.45,262.5,238.0,478.6,592.0,231.2,987.0,372.1,2094.0,446.1,4068.82,578.5,1595.5,1075.0,257.7,1360.0,5998.0,1868.0,258.8,1114.0,958.0
20,849.5,1339.0,539.5,655.0,484.6,4868.0,1221.0,2097.0,501.5,251.9,261.8,238.25,481.7,613.5,234.8,988.5,370.0,2078.5,443.6,4066.0,583.0,1575.0,1073.0,259.3,1372.0,5941.0,1884.0,256.6,1093.5,956.5
21,845.0,1340.0,532.5,650.0,479.9,4882.0,1220.0,2090.0,499.8,250.0,259.2,240.95,468.5,607.5,233.3,981.0,361.6,2096.5,446.1,4031.19,574.0,1569.5,1080.0,256.6,1358.0,5893.0,1890.0,260.2,1104.5,958.0
22,832.5,1308.0,530.0,648.0,476.0,4902.0,1211.0,2090.0,488.6,244.25,258.1,241.85,465.3,587.0,227.9,962.0,360.1,2069.0,436.7,4023.0,563.5,1584.5,1069.0,254.2,1344.0,5862.0,1837.0,258.4,1076.5,939.5
23,837.5,1303.0,538.0,644.5,477.0,4756.0,1196.0,2088.0,485.4,247.8,260.4,243.25,461.9,594.0,224.7,947.5,364.4,2034.5,442.1,4090.82,564.5,1574.94,1078.0,251.4,1353.0,5860.0,1858.0,259.76,1044.0,942.5
24,838.5,1301.0,543.51,675.0,481.0,4814.0,1220.0,2085.0,490.3,242.6,269.4,244.3,469.0,603.0,227.0,961.5,358.6,2052.75,442.85,4176.0,560.5,1565.5,1015.0,255.2,1348.0,5902.0,1867.0,257.0,1060.0,944.5
25,848.5,1298.0,530.5,664.5,475.6,4693.0,1215.0,2059.0,482.4,249.3,270.7,251.0,466.7,603.0,222.1,953.0,358.8,2026.05,454.85,4227.0,564.5,1569.5,1016.0,252.9,1336.5,5800.0,1882.0,253.0,1012.0,933.0
26,849.0,1299.0,554.0,638.0,477.5,4801.0,1222.0,2084.0,477.4,254.75,273.9,246.85,468.8,600.0,225.2,950.0,360.7,2037.1,457.3,4220.0,571.5,1591.0,1006.0,251.9,1338.67,5805.0,1872.0,254.8,1016.5,939.5
27,860.5,1306.0,561.0,651.0,480.0,4790.0,1279.0,2097.0,484.2,258.0,277.4,246.8,469.9,598.5,227.4,943.5,362.5,2024.5,463.7,4229.0,588.5,1590.0,998.0,251.0,1343.0,5832.0,1844.0,253.2,997.0,938.0
28,870.0,1350.0,554.5,665.0,483.4,4826.0,1329.0,2137.0,488.7,255.95,274.9,251.0,473.4,591.5,232.2,952.0,357.3,2094.0,472.25,4245.85,587.5,1611.5,1008.0,257.0,1361.0,5960.0,1846.0,259.5,1025.5,962.0
29,860.0,1360.0,565.5,695.5,482.4,4691.0,1329.0,2136.0,491.0,257.95,275.0,244.3,472.2,591.0,232.5,944.0,358.4,1982.5,471.0,4222.85,590.0,1642.0,994.0,256.4,1361.0,5970.0,1858.88,259.0,1026.5,958.5
30,864.5,1397.0,575.5,674.5,473.8,4746.0,1354.0,2166.0,496.8,257.05,284.7,244.2,476.9,601.5,235.4,950.0,361.2,2004.0,470.95,4225.15,599.0,1634.0,985.0,261.3,1374.9,6001.0,1885.0,262.3,1024.0,976.0
31,863.5,1416.0,567.0,676.0,477.7,4880.0,1360.0,2174.0,509.5,259.45,277.9,246.9,484.0,617.0,236.8,975.0,355.9,2026.5,478.13,4264.14,600.5,1628.5,993.5,270.6,1385.6,6116.0,1915.0,262.7,1022.0,981.5
32,852.0,1411.0,568.0,691.0,473.9,4865.0,1355.0,2167.0,511.5,262.15,275.2,241.05,477.6,610.0,235.3,969.0,356.6,2038.5,473.45,4263.86,595.5,1613.5,992.5,270.5,1378.0,6082.0,1892.0,262.1,998.7,979.0
33,847.0,1400.0,570.5,688.0,475.1,4938.0,1363.0,2172.0,504.5,259.65,274.6,236.7,480.7,595.5,235.4,973.5,364.1,2045.5,479.35,4258.86,594.0,1596.0,905.0,268.2,1391.0,6091.0,1871.78,262.9,1039.5,979.0
34,851.5,1387.0,568.0,705.5,473.4,4985.0,1377.0,2142.0,507.0,260.35,273.2,235.0,483.5,583.5,236.1,986.5,370.6,2071.5,482.6,4318.13,592.0,1575.5,914.69,267.3,1377.0,6055.0,1844.0,262.3,1055.0,974.5
35,855.0,1383.0,564.0,726.0,467.1,5080.0,1382.0,2121.0,505.5,255.3,263.0,234.75,479.3,572.0,240.3,980.0,361.3,2109.0,480.0,4347.0,581.5,1581.0,920.0,266.1,1363.0,6001.0,1840.0,260.0,1039.0,969.0
36,852.0,1358.0,563.5,689.0,460.52,5045.0,1358.0,2134.0,495.1,257.25,267.0,222.65,469.3,564.5,236.4,978.5,366.0,2089.0,479.75,4335.87,577.0,1575.0,900.0,263.59,1351.0,5940.0,1823.0,260.1,1010.5,959.5
37,845.0,1368.0,558.0,679.5,463.5,5025.0,1345.0,2144.0,495.5,255.0,268.1,225.3,472.8,571.5,236.7,982.0,364.6,2121.0,484.15,4298.86,574.5,1548.5,890.0,267.1,1367.0,5940.0,1814.0,258.5,1038.0,960.5
38,838.0,1374.0,556.0,669.5,464.0,5050.0,1347.0,2163.0,502.5,253.3,266.0,224.8,478.7,586.5,238.5,1007.0,364.3,2100.0,478.4,4301.87,589.5,1530.5,900.5,269.2,1366.0,5998.0,1856.0,259.3,1017.0,980.5
39,843.5,1353.0,557.0,675.0,464.5,4989.0,1341.0,2151.0,504.0,258.45,266.1,220.8,481.6,582.0,237.5,1048.0,362.8,2070.5,476.9,4280.86,577.0,1534.5,892.5,268.8,1362.0,5996.0,1848.0,260.1,1014.0,973.5
40,834.0,1322.0,554.5,677.0,470.0,5035.0,1368.0,2167.0,503.5,261.75,268.3,220.05,486.8,578.0,231.1,1035.0,363.0,2091.5,476.1,4251.86,575.0,1562.0,873.5,269.7,1360.0,6001.0,1825.0,263.9,1062.0,984.5
41,827.0,1354.0,547.5,674.5,469.9,4950.0,1363.0,2198.0,508.5,263.75,272.1,220.45,484.7,572.0,231.0,1050.0,367.4,2066.0,468.15,4185.0,572.0,1538.0,880.0,269.6,1354.0,5991.0,1840.0,264.5,1082.0,1003.0
42,832.5,1366.0,555.0,676.0,473.9,4985.0,1380.0,2170.0,511.0,261.4,271.7,221.0,491.8,584.5,230.4,1054.0,359.9,2076.5,470.1,4159.0,576.5,1513.5,891.32,268.6,1356.0,6012.0,1844.0,269.1,1103.5,989.5
43,821.5,1339.0,554.5,658.5,466.2,5035.0,1388.0,2159.0,512.0,256.95,275.0,225.0,488.3,572.5,232.0,1038.0,358.9,2061.0,468.6,4196.0,571.0,1514.5,915.5,265.6,1346.0,5916.0,1828.0,275.3,1119.83,986.5
44,816.5,1312.0,553.5,710.5,460.5,5095.0,1391.0,2119.0,501.0,255.3,266.3,226.9,485.9,559.0,232.8,1030.0,351.3,2052.0,474.95,4184.0,555.3,1511.5,885.0,263.5,1334.0,5805.0,1817.0,267.6,1138.5,963.0
45,805.5,1323.0,548.5,762.0,467.9,4964.0,1379.0,2125.0,506.5,254.35,267.0,226.8,486.0,545.0,234.9,1046.0,348.6,2059.5,473.3,4187.2,557.0,1500.5,897.78,253.6,1332.0,5826.0,1813.0,255.4,1105.0,971.0
46,810.0,1322.0,548.0,767.0,466.8,5000.0,1376.0,2084.0,497.9,250.2,278.0,223.7,489.0,557.5,233.0,1043.0,348.0,2060.0,457.1,4264.14,556.0,1514.5,870.0,254.3,1311.0,5800.0,1801.0,254.6,1165.0,958.0
47,842.0,1291.0,547.0,777.5,461.3,4991.0,1417.0,2085.0,492.9,249.45,281.5,228.85,496.5,537.0,230.7,1035.0,349.9,2091.5,461.3,4398.0,548.5,1447.0,893.69,248.6,1302.4,5728.0,1779.0,256.6,1166.5,950.5
48,844.5,1311.0,545.5,760.0,461.2,4914.0,1405.0,2072.0,485.3,248.9,279.0,232.5,536.0,545.0,230.0,1023.0,347.4,2082.5,457.7,4360.15,545.0,1478.5,855.5,249.84,1292.8,5685.0,1773.0,260.2,1153.5,951.0
49,846.5,1320.0,563.5,761.0,466.1,4775.0,1390.0,2066.0,489.3,258.05,275.5,227.45,526.5,562.0,228.9,1017.0,358.2,2043.0,456.05,4291.86,550.0,1477.5,870.0,252.1,1293.0,5703.0,1808.48,257.4,1107.0,951.0
50,859.5,1347.0,564.0,817.0,475.1,4764.0,1415.0,2151.0,502.5,260.8,269.2,224.7,543.5,572.5,234.1,1030.0,355.0,2072.0,456.0,4334.87,564.5,1445.5,865.0,260.7,1347.0,5845.0,1860.0,278.2,1115.5,999.5
51,866.5,1322.0,560.5,860.0,474.9,4701.0,1414.0,2135.0,515.5,257.45,265.9,227.4,556.0,565.0,232.7,1020.0,351.6,2052.0,456.8,4358.0,572.0,1450.5,868.5,264.9,1344.0,5799.0,1833.0,280.6,1128.0,999.5
52,878.0,1298.0,564.5,844.5,468.5,4741.0,1398.0,2126.0,506.0,260.25,266.2,224.5,541.0,550.5,226.6,1005.0,354.5,2033.5,452.4,4370.0,557.5,1430.5,819.0,260.8,1342.0,5719.0,1654.0,278.3,1132.0,983.5
53,875.5,1414.0,565.5,875.0,468.7,4881.0,1401.0,2158.0,512.0,262.1,264.6,222.1,543.0,562.0,227.2,1005.0,358.1,2045.5,452.3,4371.2,558.0,1418.5,850.0,260.0,1366.4,5667.0,1653.0,276.6,1131.5,988.5
54,886.0,1453.0,568.0,871.5,473.7,4889.0,1416.0,2149.0,527.5,261.65,262.0,221.15,544.0,564.0,230.5,1013.0,353.8,2018.5,452.35,4954.0,564.5,1432.0,824.0,257.3,1382.0,5767.0,1690.0,281.0,1110.5,988.0
55,876.0,1451.0,581.0,874.0,481.0,4868.0,1391.0,2166.0,535.58,261.15,260.7,220.5,544.0,567.0,229.8,1013.0,357.4,1991.5,452.1,4920.0,567.0,1442.5,843.0,262.0,1396.0,5749.0,1700.0,281.0,1090.5,992.5
56,868.5,1460.0,585.5,854.0,481.0,4908.0,1419.0,2174.0,539.0,262.7,261.3,220.7,561.5,568.5,229.8,1010.0,366.3,1981.5,458.0,5125.0,563.5,1447.5,888.0,265.0,1398.0,5764.0,1678.0,282.87,1077.0,998.5
57,869.0,1485.0,583.5,847.0,491.4,4802.0,1480.0,2185.0,548.0,271.55,256.3,219.4,570.5,567.5,236.1,1009.0,367.1,1971.0,457.75,5160.77,576.5,1450.5,913.0,270.3,1454.0,5848.0,1674.0,282.5,1061.0,1004.0
58,862.5,1521.0,593.5,826.45,493.4,4799.0,1471.0,2179.0,555.5,271.05,255.7,215.65,575.5,567.0,233.4,1004.0,366.9,1970.0,451.7,5171.63,569.5,1464.5,929.0,269.1,1427.0,5835.0,1649.0,281.5,1064.5,1009.0
59,874.5,1509.0,597.25,830.5,497.1,4713.0,1470.0,2182.0,560.0,270.15,257.2,217.0,574.5,554.0,234.2,1011.0,369.2,1985.0,454.4,5227.5,569.0,1430.0,939.0,267.9,1412.0,5846.0,1610.0,281.0,1059.0,1005.07
60,874.0,1515.0,591.5,839.5,499.9,4779.0,1466.0,2174.0,559.5,264.9,251.6,216.4,572.0,542.5,235.3,1019.0,367.0,1970.5,453.3,5303.1,567.5,1445.0,957.5,267.5,1408.0,5870.0,1591.0,280.5,1062.5,1002.0
61,862.0,1502.0,596.5,827.0,493.5,4611.0,1454.0,2141.0,550.0,269.25,248.0,212.6,567.5,544.5,231.0,1009.0,369.4,1931.0,450.75,5200.0,570.5,1460.0,940.0,266.9,1395.0,5822.0,1616.0,273.2,1036.5,977.0
62,872.0,1504.0,587.0,811.5,496.2,4667.0,1467.0,2190.0,554.5,271.1,245.1,209.8,570.0,562.0,229.0,1018.0,368.7,1957.5,447.4,5245.0,580.0,1453.5,956.27,273.0,1415.0,5917.0,1654.0,279.5,1040.5,994.5
63,852.0,1493.0,583.0,795.0,493.0,4682.0,1462.0,2215.0,564.5,270.0,249.8,207.45,577.5,569.0,226.5,1015.0,366.6,1954.0,449.95,5195.0,582.5,1456.0,945.0,274.5,1419.7,5911.0,1624.0,278.7,1035.0,1004.0
64,829.0,1476.0,582.0,760.5,487.7,4735.0,1433.0,2197.0,563.0,266.4,250.3,210.4,568.5,554.0,221.1,998.0,367.0,1943.0,449.55,5185.0,581.0,1441.0,954.0,272.3,1401.0,5905.0,1609.0,277.6,1026.0,996.0
65,836.0,1454.0,576.0,768.5,486.4,4756.0,1426.0,2213.15,560.5,267.65,247.2,208.65,573.5,560.5,218.5,997.5,368.4,1922.5,440.15,5186.04,579.0,1437.5,950.0,271.2,1411.0,5879.0,1613.0,276.8,1003.0,998.0
66,821.5,1437.0,581.0,790.0,482.5,4780.0,1415.0,2170.0,561.5,271.2,247.3,205.8,567.0,555.0,215.9,987.0,372.0,1934.0,443.35,5145.0,579.5,1411.5,941.0,270.1,1380.0,5779.0,1583.0,274.6,1048.5,984.0
67,817.5,1426.0,578.5,790.0,482.8,4752.0,1422.0,2174.0,569.5,266.4,249.0,203.5,562.5,543.5,215.1,987.0,368.5,1938.0,441.9,5181.04,578.0,1398.5,964.0,270.1,1357.0,5815.0,1582.0,275.2,1048.0,984.0
68,824.0,1399.0,560.0,780.0,478.4,4591.0,1415.0,2153.0,563.5,265.45,260.3,202.1,557.0,526.0,211.9,972.5,366.9,1901.5,441.35,5088.98,566.0,1386.0,948.0,268.4,1358.0,5774.0,1592.0,269.3,1005.0,971.0
69,831.0,1381.0,557.0,780.0,472.2,4575.0,1399.0,2130.0,554.5,262.0,264.0,211.45,547.5,530.0,210.1,971.5,357.8,1902.5,443.55,5140.0,560.5,1376.0,951.0,264.9,1332.0,5697.0,1589.0,265.6,1015.5,958.0
70,850.0,1368.0,555.0,781.5,468.9,4592.0,1400.0,2154.0,549.5,261.55,261.8,215.65,544.5,520.5,208.6,965.5,362.2,1902.0,446.8,5153.96,555.5,1382.5,945.5,263.9,1329.07,5703.0,1574.35,264.3,1005.5,962.5
71,837.5,1395.0,553.5,786.0,468.4,4652.0,1403.0,2140.0,546.0,267.15,259.2,213.7,541.0,518.5,207.2,962.0,368.9,1883.0,437.6,5145.0,557.0,1387.0,940.0,262.8,1335.0,5662.0,1563.0,264.4,985.4,957.0
72,833.0,1417.0,555.5,778.5,474.3,4685.0,1428.0,2153.0,552.0,268.75,260.6,214.0,549.0,522.5,211.8,984.0,370.2,1898.5,435.05,5040.0,553.5,1373.0,958.1,265.4,1354.0,5740.0,1590.0,266.2,1010.0,970.0
73,833.0,1414.0,557.5,785.0,477.6,4670.0,1428.0,2148.0,551.5,269.7,259.9,211.5,554.0,519.5,211.6,981.5,365.3,1897.0,432.4,5065.0,554.0,1351.0,965.89,266.6,1382.0,5745.0,1576.0,267.0,1007.5,967.0
74,812.5,1400.0,551.0,780.5,474.3,4607.0,1410.0,2136.0,542.5,264.95,261.3,208.05,551.5,518.0,207.9,970.0,356.3,1858.0,435.0,5085.0,552.0,1366.0,954.5,269.7,1355.0,5673.0,1586.0,263.3,1006.0,962.0
75,814.5,1362.0,547.0,780.0,468.0,4626.0,1403.0,2116.0,533.5,263.65,262.9,209.5,545.5,508.5,203.9,945.0,355.1,1854.5,434.45,5070.0,542.5,1359.5,946.5,267.1,1355.0,5593.0,1550.0,262.0,994.4,948.5
76,812.5,1380.0,542.0,790.0,469.6,4502.0,1411.0,2123.0,539.0,261.9,265.7,210.85,543.0,502.0,203.2,941.5,350.0,1850.5,431.35,5065.0,543.5,1360.0,946.5,266.8,1353.0,5621.0,1548.0,267.4,972.2,949.5
77,824.5,1368.0,544.0,800.0,468.8,4427.0,1409.0,2119.0,533.5,261.55,269.2,214.0,540.5,493.5,201.4,918.5,347.1,1844.5,439.4,5090.0,547.5,1357.0,940.5,264.5,1318.0,5596.0,1545.0,270.5,965.6,943.5
78,829.0,1400.0,543.5,829.5,473.5,4546.0,1407.0,2058.0,517.0,265.75,275.5,216.2,539.0,501.5,203.9,909.0,351.3,1844.0,438.95,5081.74,545.5,1377.0,965.0,263.8,1313.0,5617.0,1558.0,275.1,990.7,947.0
79,820.5,1410.0,549.0,815.0,473.0,4498.0,1401.0,2055.0,526.5,272.45,274.4,215.8,539.0,505.5,204.5,906.0,356.6,1843.5,442.1,5085.0,547.5,1377.5,975.0,265.9,1314.0,5587.0,1581.0,276.3,986.6,952.0
80,818.5,1428.0,564.0,815.0,484.0,4413.0,1446.0,2176.0,540.0,272.45,276.3,217.75,540.5,526.5,208.9,914.0,358.7,1875.0,442.3,5105.0,557.0,1381.5,979.0,269.9,1340.0,5708.0,1585.0,279.9,995.1,987.0
81,814.0,1431.0,569.5,808.0,486.6,4428.0,1440.0,2163.0,540.5,274.45,274.2,223.65,549.0,526.0,208.9,911.5,352.3,1855.5,437.55,5080.0,564.0,1371.0,970.81,273.3,1342.0,5724.0,1603.0,281.1,996.7,982.5
82,803.0,1417.0,564.5,800.0,478.0,4458.0,1436.0,2193.0,539.5,272.9,265.3,219.55,516.0,517.0,209.2,908.0,348.4,1898.5,427.55,5028.99,557.8,1367.5,965.0,273.3,1328.0,5743.0,1607.0,279.8,1008.0,991.5
83,793.5,1441.0,560.5,790.0,476.3,4444.0,1429.0,2163.0,541.5,272.35,265.3,212.55,536.0,516.0,209.5,903.5,347.2,1883.0,420.15,5001.0,559.0,1345.5,956.5,275.1,1327.0,5692.0,1596.0,276.9,994.8,955.0
84,808.0,1429.0,551.0,795.0,476.2,4374.0,1429.0,2147.0,535.0,264.25,266.4,209.6,530.0,514.5,209.4,898.0,337.1,1858.0,419.15,5150.0,553.5,1322.5,954.0,275.6,1323.0,5659.0,1577.0,274.1,959.6,939.5
85,801.0,1384.0,536.0,795.0,458.4,4400.0,1381.0,2122.0,519.5,260.5,263.3,209.55,526.5,493.2,203.6,892.0,334.5,1819.0,437.4,5110.0,543.0,1348.5,952.6,269.1,1299.2,5568.0,1544.0,269.8,948.5,925.5
86,807.0,1371.0,545.0,795.0,444.0,4285.0,1368.0,2081.0,516.5,266.55,265.1,207.4,512.5,494.7,201.5,870.0,339.8,1786.5,434.4,5090.0,546.5,1357.53,945.0,263.3,1284.0,5488.0,1546.0,263.8,918.5,892.0
87,799.0,1393.0,547.0,801.5,446.8,4215.0,1380.0,2094.0,522.5,266.4,257.4,205.25,520.0,502.5,205.9,890.0,336.2,1803.5,429.5,5030.0,551.0,1347.5,946.8,267.1,1316.0,5576.0,1583.0,263.8,910.1,892.0
88,805.0,1387.0,538.5,814.0,446.1,4208.0,1360.0,2100.0,520.0,262.95,254.5,200.65,510.5,489.2,205.7,876.5,332.8,1816.5,418.55,5045.0,550.5,1342.0,937.5,263.4,1314.13,5554.0,1589.0,267.1,918.2,896.5
89,801.0,1385.0,547.0,813.0,443.8,4260.0,1343.0,2092.0,522.5,258.8,253.5,201.9,510.5,487.0,204.5,856.5,325.7,1812.0,423.2,4942.0,547.0,1338.5,940.49,262.7,1332.0,5526.0,1580.0,265.8,902.4,882.5
90,814.5,1361.0,535.0,795.0,440.0,4277.0,1327.0,2080.0,512.5,252.15,258.8,206.0,508.5,484.2,203.7,802.5,317.1,1788.0,426.05,5048.99,542.5,1350.5,959.0,262.8,1312.0,5589.0,1576.0,267.4,883.2,876.5
91,824.0,1354.0,521.5,800.0,425.6,4145.0,1307.0,2076.0,509.5,257.3,263.1,207.75,502.5,488.0,199.0,759.5,316.6,1775.78,427.0,5100.0,534.0,1369.0,954.0,257.1,1333.0,5549.0,1590.0,259.8,832.3,870.0
92,838.0,1374.0,520.5,799.0,431.1,4222.0,1316.0,2089.0,510.5,261.15,267.7,212.5,506.0,493.7,204.5,758.5,319.6,1801.5,428.8,5248.95,537.5,1370.0,947.0,259.0,1334.0,5601.0,1571.0,260.5,845.6,877.5
93,838.5,1432.0,538.0,799.0,434.0,4182.0,1340.0,2119.0,523.5,268.05,266.6,216.45,519.5,514.5,209.7,757.0,322.8,1804.5,429.15,5245.0,543.0,1386.5,947.0,265.6,1360.0,5739.0,1633.0,266.1,859.2,876.0
94,837.5,1454.0,547.5,800.0,452.3,4152.0,1353.0,2150.0,538.0,273.7,267.9,217.1,524.0,531.0,214.6,769.0,324.5,1822.0,427.1,5241.05,555.0,1392.5,944.0,272.3,1373.0,5805.0,1673.0,271.7,863.0,889.0
95,842.0,1484.0,544.5,800.0,454.6,4174.0,1345.0,2148.0,546.5,276.0,266.6,217.65,533.0,549.0,218.2,778.0,318.5,1818.0,422.0,5263.94,564.0,1382.5,939.0,276.2,1389.87,5828.0,1678.0,275.8,878.2,888.5
96,846.5,1483.0,547.0,800.0,456.8,4163.0,1334.0,2149.0,550.5,278.05,272.3,218.05,533.0,552.0,216.7,778.0,309.6,1838.0,416.95,5200.0,561.5,1382.5,945.0,275.4,1390.0,5860.0,1665.0,277.3,869.5,884.0
97,847.0,1507.0,546.0,796.0,460.3,4102.0,1336.0,2167.0,553.5,280.0,275.7,218.6,531.5,553.0,217.2,781.5,312.4,1824.5,416.6,5145.0,562.0,1371.0,944.11,274.7,1395.0,5904.0,1660.0,280.3,874.4,885.0
98,840.0,1516.0,539.5,800.5,462.3,4086.0,1341.0,2165.0,558.5,280.1,272.6,221.6,535.0,558.0,219.3,782.0,310.3,1835.5,414.0,5070.0,564.5,1380.0,954.0,277.4,1415.0,5971.0,1668.0,281.9,890.3,882.5
99,836.0,1518.0,534.0,801.0,463.9,4004.0,1333.0,2142.0,559.0,280.85,266.6,219.0,530.5,567.0,219.0,780.0,308.5,1814.0,406.6,5020.0,569.0,1372.5,966.5,275.6,1420.0,5954.0,1698.0,281.9,877.4,880.0
100,828.0,1523.0,531.5,825.0,466.3,3817.0,1323.0,2149.0,563.5,283.15,262.5,219.6,536.0,570.5,219.2,783.0,309.1,1819.0,401.0,5018.99,569.0,1350.0,977.5,275.5,1408.0,5991.0,1721.0,283.0,867.3,876.0
101,829.0,1520.0,535.0,855.16,465.4,3893.0,1332.0,2132.0,560.0,281.4,260.0,219.0,535.5,560.5,219.2,765.5,304.1,1836.0,394.7,5005.0,563.0,1357.0,973.5,274.3,1392.0,5962.0,1666.0,279.4,861.7,878.5
102,823.0,1506.0,527.0,841.5,459.1,3845.0,1337.0,2128.0,558.5,281.75,259.3,214.3,541.0,570.0,215.6,760.5,301.3,1787.0,387.3,4920.0,560.0,1338.5,966.0,270.3,1388.8,5900.0,1748.0,276.9,813.5,875.0
